ID1,ID2,time
16881,12033,0
260555,12033,2171425
260555,101383,2334929
260555,136434,2594054
260555,101383,2679492
260555,101383,3801718
260555,101383,3801723
260555,101383,3801747
260555,101383,3801850
260555,101383,3810467
260555,136434,3931900
16881,12033,7468413
16881,35637,8063078
136797,151530,9610293
16881,12033,11402733
346523,101383,13175158
346523,101383,13232593
346523,101383,13393019
346523,136434,13393019
346523,136434,13393236
346523,101383,13399985
16881,12033,15027082
346523,101383,15308752
208725,12033,15592087
260555,101383,16010332
16881,12033,16242982
16881,178350,16242982
16881,178350,16243365
16881,12033,16243365
346523,101383,17462010
346523,101383,17477645
346523,101383,17479570
346523,101383,18162676
346523,101383,18607079
346523,101383,19188764
346523,101383,19188782
346523,101383,19736082
346523,136434,19736222
145970,187322,19918163
145970,128781,19918589
145970,128781,19918602
145970,178350,19921296
145970,178350,19921347
145970,128781,19921653
145970,178350,19921959
145970,128781,19922052
145970,128781,19922273
145970,128781,19922426
145970,128781,19923062
145970,128781,19962546
145970,128781,19964674
145970,187322,19964916
145970,207450,19970432
145970,207450,19970577
145970,12033,19971050
145970,207450,19971078
145970,207450,19971187
145970,187322,19971816
145970,207450,19971816
145970,187322,19972000
145970,207450,19972000
145970,35637,19972519
145970,35637,19972526
145970,187322,19972562
145970,35637,19973292
145970,35637,19973541
145970,128781,19976825
145970,128781,19977546
145970,128781,19977624
145970,128781,19977797
145970,207450,19980804
145970,128781,19996613
145970,128781,20006596
145970,128781,20006687
145970,128781,20008892
145970,128781,20008915
145970,128781,20009122
145970,128781,20063131
145970,187322,20083531
145970,128781,20092538
145970,35637,20135650
145970,35637,20135710
145970,35637,20136087
145970,35637,20136299
145970,35637,20137106
145970,207450,20180958
16881,12033,20219882
16881,12033,20220453
145970,207450,20220980
145970,207450,20221966
346523,101383,20225177
346523,101383,20225184
145970,12033,20232847
145970,12033,20233037
145970,12033,20233860
16881,12033,20237654
145970,187322,20334327
145970,35637,20349700
145970,207450,20386372
145970,207450,20390756
145970,187322,20395694
145970,187322,20396160
145970,187322,20396989
145970,12033,20397069
145970,187322,20397388
145970,12033,20398656
145970,187322,20398783
145970,187322,20399131
145970,187322,20399270
145970,187322,20400734
145970,287275,20404857
145970,151530,20423427
145970,207450,20438146
145970,128781,20438595
145970,128781,20438743
145970,128781,20438793
145970,128781,20439112
145970,23824,20475056
145970,178350,20479107
346523,101383,20496591
145970,178350,20528081
145970,207450,20573013
145970,207450,20573519
145970,128781,20574956
145970,128781,20574968
145970,12033,20577779
145970,12033,20577952
145970,12033,20578151
145970,12033,20578531
145970,12033,20579098
145970,12033,20579586
145970,128781,20612707
145970,187322,20660140
145970,187322,20660267
145970,207450,20672802
145970,128781,20685463
145970,128781,20686034
145970,128781,20686170
145970,187322,20697966
145970,178350,20742876
145970,128781,20742876
145970,16881,20755589
145970,12033,20755589
145970,128781,20756461
145970,178350,20757935
145970,128781,20757935
145970,12033,20768372
145970,178350,20792317
145970,128781,20827711
145970,128781,20839625
145970,128781,20871254
145970,187322,20873692
145970,187322,20874639
145970,187322,20875256
346523,101383,20916994
346523,101383,20917215
145970,187322,20918754
145970,187322,20919331
145970,187322,20927472
145970,187322,20928528
145970,187322,20930108
145970,128781,20932273
145970,187322,20932290
145970,12033,20957738
145970,178350,20958198
145970,207450,20997301
145970,207450,20997408
145970,207450,20997558
145970,207450,20997585
145970,207450,20997601
145970,207450,21010873
145970,207450,21081826
145970,187322,21081854
145970,207450,21092072
16881,12033,21163653
16881,12033,21163995
16881,12033,21167188
145970,178350,21167294
145970,35637,21167294
145970,128781,21167294
145970,207450,21167327
145970,187322,21167498
145970,187322,21167517
145970,128781,21348268
16881,12033,21351303
16881,12033,21351669
145970,128781,21388172
346523,101383,21433547
346523,101383,21434503
145970,207450,21443001
145970,12033,21443060
145970,207450,21444061
145970,207450,21444242
145970,128781,21605415
145970,128781,21605422
145970,35637,21608222
145970,128781,21614771
145970,35637,21615294
145970,151530,21623464
145970,128781,21633175
145970,128781,21634720
145970,128781,21700346
145970,128781,21882622
145970,207450,21928812
145970,207450,21928871
145970,207450,21938375
145970,35637,21966361
145970,35637,21969673
145970,35637,21970379
145970,128781,22080549
145970,128781,22081285
145970,233925,22132390
145970,178350,22132390
145970,128781,22210879
145970,128781,22211864
145970,12033,22253451
145970,35637,22305409
145970,128781,22360856
145970,207450,22377208
145970,12033,22390033
145970,207450,22390088
136797,151530,22413871
145970,12033,22466123
145970,187322,22499378
145970,178350,22655979
145970,207450,22675649
145970,187322,22675687
145970,207450,22676189
145970,207450,22676306
145970,187322,22676306
145970,207450,22676316
145970,128781,22680579
145970,207450,22728979
145970,32392,22737749
145970,12033,22746879
145970,187322,22818400
145970,187322,22822130
145970,35637,22831197
145970,187322,22832679
145970,187322,22835193
145970,128781,22838625
145970,128781,22935805
145970,128781,22945104
145970,128781,22945297
145970,187322,23115978
145970,128781,23120132
145970,187322,23201987
145970,207450,23230505
145970,187322,23230689
145970,146531,23285294
145970,128781,23287392
145970,128781,23287590
145970,128781,23287720
145970,178350,23339997
145970,207450,23341431
145970,128781,23369710
145970,35637,23590311
145970,178350,23590311
145970,187322,23590336
145970,207450,23590457
145970,38961,23754744
145970,12033,23754744
145970,35637,23941260
145970,12033,23944861
145970,12033,23948817
145970,12033,23957879
208725,101383,24030584
145970,35637,24037819
145970,207450,24107373
145970,207450,24109446
145970,207450,24112693
145970,187322,24142159
145970,178350,24142299
145970,187322,24142595
145970,128781,24149034
145970,128781,24157944
208725,101383,24282552
208725,101383,24405368
145970,128781,24497447
145970,128781,24497466
145970,128781,24500081
145970,128781,24500244
145970,128781,24574361
145970,128781,24935225
208725,101383,25230823
145970,128781,25348784
145970,12033,25412669
145970,128781,25438972
145970,128781,25492933
145970,187322,25496414
145970,128781,25511291
145970,128781,25537936
145970,207450,25603217
208725,101383,25788874
208725,101383,25789008
346523,101383,25923963
346523,101383,25924535
346523,101383,25924550
346523,101383,25925597
346523,101383,26193118
145970,207450,26230088
208725,101383,26256638
145970,187322,26270789
145970,178350,26895593
145970,35637,26969065
145970,187322,26969097
208725,101383,27046206
208725,101383,27128711
145970,35637,27401373
145970,35637,27406678
145970,35637,27502451
145970,35637,27502954
145970,207450,27503144
145970,187322,27503190
145970,207450,27503366
145970,187322,27657905
145970,35637,27673039
208725,101383,27761808
145970,207450,27763721
346523,101383,28003748
346523,101383,28003887
346523,101383,28003931
145970,146531,28017058
145970,128781,28107018
208725,101383,28165042
145970,207450,28258660
145970,35637,28261631
145970,35637,28266347
145970,35637,28274087
145970,128781,28274673
145970,128781,28274779
145970,187322,28274779
145970,178350,28275283
145970,35637,28287243
145970,207450,28433453
145970,151530,28433453
145970,207450,28435827
145970,287275,28440875
145970,128781,28440901
145970,207450,28529761
145970,207450,28691361
145970,128781,28786293
145970,187322,28787354
145970,38961,28787354
145970,12033,28828172
145970,12033,28828508
145970,207450,28946115
145970,178350,28982388
145970,35637,28982388
346523,101383,29815522
208725,101383,30067474
346523,101383,30426637
208725,101383,30538982
379847,207450,30590755
379847,143852,30590755
208725,101383,30625048
379847,207450,30892705
379847,52245,30892705
379847,38961,30892705
208725,101383,31360907
346523,101383,31463561
208725,101383,31484453
145970,207450,31576998
136797,151530,31752811
145970,128781,31902164
145970,12033,31915265
208725,101383,32012413
208725,101383,32169194
145970,207450,32284810
145970,128781,32528524
145970,207450,32593901
136797,151530,32677365
208725,101383,32769296
145970,128781,32946858
145970,128781,32947721
145970,128781,32948580
145970,187322,33100357
208725,101383,33175997
346523,101383,33529419
346523,101383,33529808
145970,35637,33728037
145970,128781,33791401
145970,128781,34330133
145970,35637,34330772
145970,207450,34435849
145970,12033,34477584
16881,32392,34520139
145970,128781,34571444
379847,207450,34906579
16881,151530,35203103
145970,128781,35343821
16881,12033,35361818
16881,178350,35361818
16881,12033,35362142
16881,178350,35362142
16881,178350,35364639
346523,101383,35521002
346523,101383,35521010
346523,101383,35521801
208725,101383,35615083
208725,101383,35623436
208725,101383,35637129
208725,187322,35637129
16881,12033,35689215
145970,207450,35866180
145970,207450,35880564
208725,101383,35961666
346523,101383,35965350
208725,101383,36126427
136797,151530,36152389
136797,151530,36322479
208725,101383,36556769
208725,101383,36584482
145970,128781,36807753
145970,128781,36807767
379847,143852,36920571
379847,207450,36920571
379847,143852,36920886
379847,207450,36920886
16881,151530,36921285
379847,143852,36921359
379847,207450,36921359
379847,143852,36921552
379847,207450,36921552
379847,207450,36921881
379847,143852,36921881
379847,207450,37063378
379847,143852,37063378
379847,143852,37063573
379847,207450,37063573
379847,207450,37064026
379847,143852,37064026
379847,143852,37064175
379847,38961,37064175
379847,12033,37064175
379847,207450,37064175
379847,207450,37064657
379847,12033,37064657
379847,38961,37064657
379847,143852,37064657
379847,143852,37086811
379847,143852,37147443
379847,207450,37147443
379847,12033,37147443
379847,38961,37147443
379847,207450,37234651
379847,207450,37234726
379847,207450,37250485
145970,128781,37431859
208725,101383,37445861
346523,101383,37692781
346523,101383,37692930
145970,128781,37863088
145970,128781,37954913
208725,101383,38170172
167266,151530,38185694
145970,187322,38282708
208725,101383,38305485
346523,101383,38360956
145970,200594,38380478
145970,200594,38382028
145970,200594,38382625
145970,38961,38382625
167266,12033,38391002
145970,12033,38413128
379847,143852,38444781
379847,207450,38444781
379847,143852,38445007
379847,207450,38445007
379847,143852,38445306
379847,207450,38445306
379847,143852,38445342
379847,207450,38445342
379847,143852,38529361
379847,207450,38529361
379847,101383,38529361
16881,12033,38617190
379847,207450,38641751
346523,379847,38729570
346523,101383,38798131
346523,101383,38798642
346523,101383,38798940
379847,346523,38815670
379847,143852,38899470
346523,101383,39354477
346523,101383,39354749
346523,101383,39359796
346523,101383,39394497
379847,143852,39496792
379847,207450,39496792
379847,207450,39497733
379847,143852,39497733
346523,101383,39528163
346523,101383,39528372
346523,101383,39528567
346523,101383,39529006
208725,101383,39854149
208725,101383,40037319
260555,151530,40042691
260555,151530,40042792
260555,35637,40046062
260555,12033,40046241
260555,35637,40046241
260555,12033,40135860
260555,35637,40135860
260555,12033,40136624
260555,35637,40136624
260555,128781,40159761
260555,35637,40159761
260555,12033,40159761
260555,12033,40247066
260555,35637,40247066
260555,101383,40252390
260555,101383,40252399
346523,101383,40258215
167266,12033,40275995
260555,12033,40447963
208725,101383,40693100
260555,101383,40862404
16881,12033,40887557
16881,12033,40890377
260555,12033,40948855
167266,146531,41131579
167266,12033,41131579
208725,101383,41316000
346523,101383,41517585
346523,101383,41518039
346523,101383,41518073
208725,101383,41679410
208725,101383,41849989
208725,101383,42158235
379847,207450,42771344
379847,143852,42771344
379847,207450,42853177
379847,143852,42853177
379847,207450,42853870
379847,143852,42853870
346523,101383,42899730
260555,125965,43565602
208725,101383,43625052
208725,200594,45866031
208725,101383,46217680
167266,12033,46474443
208725,101383,46580915
208725,101383,46814549
259328,160229,47009583
259328,178565,47010894
259328,178565,47011423
259328,160229,47011423
259328,178565,47011692
136797,151530,47035771
260555,101383,47166523
167266,151530,47173898
167266,12033,47259667
167266,12033,47262063
167266,12033,47262418
145970,128781,47691105
145970,128781,48077934
208725,101383,48207575
259328,178565,48211112
259328,160229,48211112
259328,160229,48218844
259328,401457,48218844
259328,118874,48218844
259328,131838,48218844
259328,178565,48218844
259328,178565,48295411
259328,118874,48295411
259328,401457,48303701
259328,401457,48303711
259328,401457,48303753
167266,12033,48321712
259328,160229,48427180
259328,178565,48427180
259328,118874,48427180
259328,160229,48427303
259328,118874,48427303
259328,178565,48427303
259328,401457,48825092
259328,160229,48825092
259328,118874,48825092
259328,178565,48825092
167266,12033,48921806
260555,101383,49373812
208725,101383,50032255
145970,128781,50379654
208725,101383,50386798
208725,101383,50615148
208725,101383,50735704
145970,207450,50809432
379847,207450,50988608
379847,12033,50988608
379847,143852,50988608
208725,101383,51062361
379847,207450,51066088
379847,207450,51066930
208725,101383,51506135
389876,35637,51617396
389876,151530,51753426
389876,200594,51753445
389876,12033,51754496
208725,101383,51754591
379847,143852,51777900
389876,12033,51787280
389876,143852,51787333
389876,146531,51787473
389876,125965,51787556
389876,200594,51787652
389876,200594,51787998
389876,200594,51788072
389876,12033,51795123
389876,47525,51932948
389876,12033,51932948
389876,12033,51950854
389876,12033,51950860
389876,125965,51950860
389876,12033,51959143
389876,151530,52014840
389876,101383,52016011
389876,18400,52016109
389876,125965,52099677
389876,125965,52109024
389876,12033,52109890
208725,101383,52185815
208725,101383,52185889
389876,12033,52228843
389876,125965,52273874
389876,146531,52395736
389876,18400,52395967
389876,151530,52396225
208725,101383,52456907
389876,16881,52952051
389876,12033,52953754
389876,52245,52954088
16881,12033,52960451
389876,12033,53038757
208725,101383,53064836
151530,287275,53093566
389876,151530,53126702
167266,12033,53148075
389876,125965,53297937
208725,101383,53391457
346523,101383,53505568
389876,146531,53608958
389876,287275,53679546
151530,12033,53755818
389876,207450,53766056
389876,12033,53823233
389876,151530,53825060
167266,12033,53916461
167266,151530,54178657
389876,12033,54389844
389876,52245,54389844
151530,233925,54422142
389876,18400,54529375
167266,12033,54616604
389876,12033,54727988
151530,233925,54801226
167266,12033,54803908
167266,233925,54809260
167266,200594,54809260
167266,200594,54809894
167266,233925,54809894
167266,200594,54809960
167266,233925,54809960
167266,233925,54810841
167266,233925,54810998
167266,200594,54810998
389876,12033,54811067
167266,143852,54811525
167266,200594,54812245
167266,287275,54812338
167266,200594,54812421
167266,47525,54812501
167266,233925,54812697
167266,146531,54812786
167266,200594,54812834
389876,200594,54813017
389876,47525,54813017
389876,146531,54813101
167266,146531,54813256
167266,200594,54813429
167266,146531,54813642
167266,233925,54813666
167266,146531,54813666
167266,200594,54813690
167266,389876,54813690
389876,146531,54814103
167266,200594,54814281
167266,233925,54814281
167266,146531,54814295
167266,389876,54814435
389876,200594,54814453
389876,200594,54814709
389876,233925,54814709
389876,146531,54814709
167266,47525,54815262
167266,146531,54815262
167266,18400,54815262
167266,200594,54815262
389876,35637,54815428
389876,200594,54815428
389876,146531,54815576
16881,151530,54852847
389876,178565,54879871
389876,18400,54880288
389876,200594,54883962
389876,178350,54883962
389876,12033,55034072
167266,151530,55044157
167266,233925,55045190
167266,200594,55045190
389876,35637,55045991
389876,12033,55078834
389876,35637,55142522
167266,200594,55155009
167266,200594,55155054
167266,200594,55155097
167266,200594,55156612
167266,200594,55157323
151530,12033,55214530
151530,12033,55289210
389876,12033,55302889
389876,12033,55314486
389876,125965,55318492
389876,200594,55318492
389876,12033,55318540
389876,12033,55318806
389876,12033,55320007
389876,12033,55326762
389876,12033,55326899
389876,12033,55327370
389876,327270,55392295
389876,151530,55392295
151530,146531,55480815
151530,327270,55480815
151530,125965,55480815
389876,12033,55490250
389876,146531,55509238
167266,200594,55571000
167266,146531,55571000
259328,101383,55591047
389876,18400,55949010
167266,12033,55986020
389876,346523,56005006
389876,401457,56005006
389876,18400,56006296
167266,200594,56009255
167266,200594,56011580
151530,287275,56018421
151530,287275,56062307
389876,35637,56069900
389876,35637,56069902
389876,327270,56074953
259328,160229,56087110
259328,178565,56087110
259328,118874,56087110
151530,38961,56109164
151530,207450,56150019
389876,12033,56157082
259328,118874,56158893
259328,178565,56158893
259328,160229,56158893
389876,12033,56345371
389876,12033,56551607
389876,12033,56691689
208725,101383,56694035
151530,146531,56771808
151530,73561,56771808
151530,12033,56771808
167266,12033,56788461
167266,12033,56854161
151530,125965,56855662
151530,327270,56855662
151530,101383,56855662
389876,47525,56893558
389876,12033,56893558
389876,143852,56894409
389876,143852,56895376
167266,200594,56971376
389876,233925,57058675
389876,287275,57058675
389876,178350,57130873
389876,207450,57193309
389876,233925,57193679
389876,12033,57215448
167266,200594,57223873
167266,200594,57229747
167266,200594,57230168
167266,125965,57230222
167266,200594,57230308
167266,178565,57230719
389876,200594,57230757
167266,200594,57230795
389876,200594,57230914
167266,200594,57230919
389876,125965,57231130
167266,18400,57231193
167266,389876,57231193
167266,200594,57231263
167266,164151,57231411
389876,146531,57231577
389876,125965,57231602
389876,18400,57231722
389876,200594,57231792
389876,327270,57231929
167266,125965,57231960
389876,200594,57231997
167266,200594,57232291
167266,73561,57232291
167266,327270,57232344
389876,200594,57232409
167266,200594,57232437
167266,327270,57232495
389876,146531,57232780
167266,146531,57232852
167266,200594,57232873
389876,146531,57232970
167266,125965,57232973
167266,200594,57233050
167266,200594,57233308
389876,200594,57233319
389876,200594,57233405
389876,327270,57233428
167266,327270,57233456
167266,389876,57233456
389876,200594,57233544
167266,200594,57233628
167266,125965,57233638
167266,146531,57233663
389876,200594,57233793
167266,200594,57233806
167266,32392,57233806
167266,389876,57233888
167266,125965,57233888
167266,73561,57233888
167266,200594,57233888
167266,146531,57233888
389876,12033,57234967
167266,327270,57235082
167266,73561,57235082
167266,178565,57235082
167266,101383,57235082
167266,146531,57235082
167266,116473,57235082
389876,200594,57237895
389876,125965,57237963
389876,18400,57237963
389876,12033,57237963
389876,327270,57237963
