1	117	1385984480	1385984780
1	196	1385983240	1385983340
1	196	1385983600	1385983900
1	196	1385984400	1385984460
1	196	1385984780	1385984980
1	205	1385986140	1385986220
1	205	1385986980	1385987080
1	205	1385987120	1385987320
1	205	1385987440	1385987500
1	205	1385988180	1385988320
1	205	1385990040	1385990120
1	252	1385984420	1385984480
1	494	1385983140	1385983260
1	494	1385983380	1385983580
1	494	1385983620	1385983680
1	494	1385983720	1385983780
1	494	1385983940	1385984120
1	494	1385984160	1385984260
1	494	1385984540	1385984620
1	494	1385985640	1385985720
1	494	1385987000	1385987060
1	494	1385987140	1385987240
1	494	1385990120	1385990520
1	494	1385991200	1385991520
1	494	1385991600	1385991660
1	494	1385991860	1385992000
1	494	1385992340	1385992420
1	494	1385992480	1385992560
1	494	1385992600	1385992700
1	778	1385982120	1385982280
1	939	1385982020	1385982320
1	939	1385989920	1385990460
1	939	1385990620	1385990680
1	939	1385991360	1385991540
1	939	1385992240	1385992420
1	939	1385992760	1385992880
1	939	1385992940	1385993120
1	939	1385993180	1385993260
3	28	1386075940	1386076100
3	28	1386320180	1386320420
3	46	1386170500	1386170560
3	106	1386234220	1386234340
3	147	1385986200	1385986260
3	147	1385989880	1385989960
3	147	1385992080	1385992200
3	147	1385992340	1385992400
3	147	1385992440	1385992520
3	147	1385992740	1385992860
3	147	1385993500	1385993560
3	147	1385993620	1385993820
3	147	1385996020	1385996080
3	147	1385997140	1385999620
3	147	1385999680	1386000000
3	147	1386055140	1386055200
3	147	1386056000	1386056060
3	147	1386056680	1386056760
3	147	1386057000	1386057060
3	147	1386057740	1386057800
3	147	1386061560	1386061640
3	147	1386061800	1386061880
3	147	1386066360	1386066500
3	147	1386067240	1386067320
3	147	1386067900	1386068000
3	147	1386068100	1386068160
3	147	1386068920	1386069000
3	147	1386069200	1386069300
3	147	1386075720	1386075900
3	147	1386075960	1386076260
3	147	1386076400	1386076480
3	147	1386076680	1386076900
3	147	1386077080	1386077140
3	147	1386077600	1386077700
3	147	1386078240	1386078460
3	147	1386079340	1386079400
3	147	1386079960	1386080140
3	147	1386080180	1386080480
3	147	1386080740	1386081160
3	147	1386082760	1386082820
3	147	1386083800	1386083940
3	147	1386140420	1386140480
3	147	1386140520	1386140700
3	147	1386140740	1386141120
3	147	1386141520	1386141620
3	147	1386141700	1386141800
3	147	1386141960	1386142020
3	147	1386146400	1386146460
3	147	1386147160	1386147240
3	147	1386147620	1386148000
3	147	1386148080	1386148200
3	147	1386148240	1386148480
3	147	1386148860	1386149000
3	147	1386150040	1386150100
3	147	1386150940	1386151260
3	147	1386151360	1386151420
3	147	1386151460	1386151520
3	147	1386152020	1386152080
3	147	1386152620	1386152900
3	147	1386152940	1386153020
3	147	1386153120	1386153380
3	147	1386153540	1386153600
3	147	1386154560	1386154660
3	147	1386155280	1386155440
3	147	1386162720	1386163080
3	147	1386163340	1386163400
3	147	1386163480	1386163800
3	147	1386163920	1386164020
3	147	1386168140	1386168320
3	147	1386168360	1386168480
3	147	1386169120	1386169200
3	147	1386169260	1386169460
3	147	1386169720	1386169820
3	147	1386169960	1386170040
3	147	1386170240	1386170640
3	147	1386170740	1386170820
3	147	1386226820	1386227220
3	147	1386227360	1386227460
3	147	1386227660	1386228060
3	147	1386228420	1386228480
3	147	1386229000	1386229160
3	147	1386229240	1386229300
3	147	1386229360	1386229600
3	147	1386230040	1386230100
3	147	1386230320	1386230540
3	147	1386230600	1386230760
3	147	1386231060	1386231160
