513	105	296420	296480
15	95	43260	43320
15	95	43420	43500
15	95	121520	121580
15	95	149820	150040
15	95	732380	732480
15	95	732580	732760
15	95	732820	733280
15	123	210060	210180
15	123	411500	411600
15	123	411840	411900
15	123	727340	727400
15	223	149120	149220
15	496	59100	59160
15	253	387740	387860
15	253	727360	727540
15	253	731220	731320
15	253	731360	731520
17	804	810740	810880
17	50	216700	216760
17	335	144020	144140
17	102	44580	44640
21	66	44560	44640
21	66	49620	49700
21	66	49740	49820
21	66	50200	50260
21	101	821680	821740
21	101	827240	827360
21	101	828420	828480
21	150	30020	30080
533	271	919460	919520
533	271	920000	920080
533	63	381420	381500
533	63	733360	733420
533	601	301320	301700
533	601	301840	301900
533	119	311600	311680
533	119	313020	313080
533	119	314080	314240
533	119	315600	315660
533	119	316060	316180
533	119	316280	316400
533	122	637180	637380
533	122	664860	664940
533	122	665020	665200
533	122	665240	665320
533	122	665380	665460
533	122	665680	665740
533	122	666620	666820
533	122	810480	810540
533	150	122700	122760
533	150	122820	122940
533	150	122980	123080
533	150	123340	123480
533	150	639740	639820
533	150	722840	722980
533	150	723820	723900
533	150	724040	724100
533	150	724320	724400
533	150	724440	724520
533	150	725120	725260
533	150	725440	725500
533	150	725600	725900
533	150	725940	726200
533	150	726300	726500
533	150	727680	727780
533	150	986200	986420
533	150	986560	986620
533	150	986740	986960
533	448	118900	118960
533	709	662800	662860
533	499	302280	302340
29	779	744920	744980
29	39	224000	224100
29	39	224400	224640
29	39	224720	224780
29	39	225300	225360
29	819	638640	638700
29	819	638740	638820
29	95	229240	229300
29	95	231240	231300
29	95	385900	385980
29	95	648260	648320
29	95	733700	733820
29	120	205060	205120
29	662	206160	206260
35	265	728320	728400
35	265	728820	728920
35	268	315940	316000
35	826	387200	387320
39	779	896280	896380
39	79	302820	302880
39	95	1008900	1009020
39	113	204920	205020
39	113	205160	205320
39	113	302660	302720
39	113	303900	304020
39	113	810780	810860
39	113	812220	812280
39	120	31560	31720
39	120	32020	32120
39	120	32260	32360
39	662	307900	307960
39	662	308120	308220
39	662	379040	379320
39	194	303800	304080
39	194	308520	308620
39	194	911660	911780
39	194	912080	912240
39	205	50060	50160
39	205	63180	63240
48	66	44500	44580
48	66	49280	49340
48	66	49620	50000
48	209	44080	44140
48	209	44560	44640
48	209	751880	751980
48	209	925880	925980
50	771	318140	318220
50	771	318480	318540
50	804	737680	737760
50	311	640700	640800
50	311	640900	641020
50	311	641120	641240
50	311	814160	814360
50	311	814420	815660
50	80	827840	827980
50	80	829300	829380
50	102	659420	659600
50	102	660240	660300
50	102	733080	733180
50	102	820640	820700
50	102	828500	828580
50	875	668360	668440
50	875	730020	730140
50	875	812000	812080
50	875	908000	908100
50	131	122820	123060
50	131	657500	657620
50	131	658260	658320
50	131	660800	660860
50	134	307100	307160
50	134	907960	908020
50	134	909580	909660
50	134	909700	909800
56	819	135360	135420
56	132	653380	653520
56	132	655780	655840
56	132	668500	668760
56	132	669100	669240
56	132	825240	825320
56	132	842060	842220
56	132	842460	842580
56	132	842620	842900
56	132	843000	843060
56	132	844020	844080
56	132	897840	898020
56	132	898100	898400
56	939	294160	294280
56	939	729600	729680
56	939	733200	733400
56	205	134760	134840
63	116	135580	135900
63	116	136020	136360
63	116	221880	222080
63	150	381300	381460
63	150	381840	381900
63	150	384660	384740
63	150	385940	386080
63	150	389420	389480
63	150	656000	656060
63	150	656260	656320
63	153	744500	744560
63	154	734080	734160
63	154	751780	751920
63	709	217960	218100
63	709	222040	222340
63	709	222800	222860
63	709	222900	222960
63	709	639140	639320
63	709	639420	639480
63	709	658780	658840
63	709	667660	667780
63	709	728620	728700
63	709	728960	729020
63	709	742120	742200
63	709	748780	748980
63	709	816400	816560
