,ID1,ID2,time,trapping_session
0,52854791,55542033,816,24
1,52854791,62305816,816,24
2,52854791,53115527,816,24
3,52854791,55542033,816,24
4,52854791,62305816,816,24
5,52854791,53115527,816,24
6,44015624,46877624,150,7
7,44015624,46893021,150,7
8,79626258,95570867,1545,46
9,79626258,79776085,1545,46
10,79626258,95570867,1545,46
11,79626258,79776085,1545,46
12,79626258,95593348,1571,47
13,79626258,79776085,1571,47
14,79626258,79775782,1571,47
15,79626258,79561779,1580,48
16,79626258,79561779,1580,48
17,79626258,72796785,1580,48
18,79626258,79776085,1580,48
19,79626258,79561779,1580,48
20,79626258,79788552,1589,49
21,79626258,79788552,1589,49
22,79626258,79608806,1589,49
23,79626258,79616105,1608,51
24,55812121,43832868,498,16
25,55812121,46872628,498,16
26,55812121,46872628,498,16
27,55812121,52589371,508,17
28,55812121,52620092,508,17
29,55812121,52620092,508,17
30,55812121,52589371,508,17
31,55812121,52620092,508,17
32,55812121,46872628,508,17
33,55812121,46872628,518,18
34,55812121,55517326,518,18
35,55812121,52620092,518,18
36,55812121,46872628,756,19
37,55812121,52620092,756,19
38,55812121,46872628,756,19
39,55812121,52620092,756,19
40,55812121,46872628,756,19
41,55812121,52620092,756,19
42,47030301,47017305,432,11
43,47030301,47017305,432,11
44,47030301,47100859,432,11
45,47030301,47058622,432,11
46,47030301,47017305,432,11
47,47030301,47017305,432,11
48,47030301,47100859,432,11
49,47030301,47058622,432,11
50,47095840,46880586,441,12
51,47095840,47036338,441,12
52,47095840,44055821,441,12
53,47095840,46880586,441,12
54,47095840,47043272,451,13
55,47095840,46880586,451,13
56,47095840,47068893,451,13
57,47095840,47043272,451,13
58,47095840,47055861,451,13
59,47095840,46880586,451,13
60,47095840,47068893,451,13
61,47095840,55885009,462,14
62,47095840,47017305,462,14
63,47095840,55885009,462,14
64,47095840,47017305,462,14
65,52543520,53776771,805,23
66,52543520,53833589,805,23
67,52543520,52827845,805,23
68,52543520,52862023,805,23
69,52543520,61819259,816,24
70,52543520,61819259,816,24
71,52543520,61819259,816,24
72,52543520,62115368,842,25
73,62873638,62350056,860,27
74,62873638,52584575,860,27
75,62873638,62279808,860,27
76,62873638,62796585,860,27
77,62873638,62367596,860,27
78,62873638,52584575,860,27
79,62873638,62279808,1119,30
