ID1,ID2,Weight
0,0,1
0,1,21
0,2,10
0,3,45
0,4,54
0,5,7
0,6,16
0,7,1
0,8,3
0,9,4
0,10,7
0,12,3
0,14,2
0,15,3
0,16,3
1,0,21
1,1,5
1,2,9
1,3,19
1,4,20
1,5,3
1,6,9
1,7,1
1,8,10
1,9,4
1,10,11
1,12,2
1,14,2
1,15,2
1,16,6
2,0,10
2,1,9
2,2,10
2,3,8
2,4,10
2,5,3
2,6,5
2,7,1
2,8,9
2,9,4
2,10,10
2,13,2
2,16,3
3,0,45
3,1,19
3,2,8
3,3,4
3,4,45
3,5,7
3,6,17
3,7,1
3,8,1
3,9,3
3,10,6
3,12,3
3,14,2
3,15,3
3,16,4
4,0,54
4,1,20
4,2,10
4,3,45
4,5,6
4,6,17
4,7,1
4,8,3
4,9,4
4,10,6
4,12,1
4,13,1
4,14,2
4,15,3
4,16,3
5,0,7
5,1,3
5,2,3
5,3,7
5,4,6
5,5,15
5,6,4
5,7,1
5,8,2
5,9,2
5,10,3
5,12,3
5,14,3
5,15,1
5,16,4
6,0,16
6,1,9
6,2,5
6,3,17
6,4,17
6,5,4
6,6,2
6,7,1
6,10,5
6,12,3
6,14,1
6,15,3
6,16,3
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,8,1
7,9,1
7,10,1
7,12,1
8,0,3
8,1,10
8,2,9
8,3,1
8,4,3
8,5,2
8,7,1
8,8,8
8,9,6
8,10,9
8,11,1
8,12,1
8,16,2
9,0,4
9,1,4
9,2,4
9,3,3
9,4,4
9,5,2
9,7,1
9,8,6
9,9,2
9,10,8
9,12,1
10,0,7
10,1,11
10,2,10
10,3,6
10,4,6
10,5,3
10,6,5
10,7,1
10,8,9
10,9,8
10,10,16
10,12,1
10,14,2
10,16,5
11,8,1
11,11,9
12,0,3
12,1,2
12,3,3
12,4,1
12,5,3
12,6,3
12,7,1
12,8,1
12,9,1
12,10,1
12,12,5
13,2,2
13,4,1
13,13,20
14,0,2
14,1,2
14,3,2
14,4,2
14,5,3
14,6,1
14,10,2
14,14,3
14,15,1
14,16,3
15,0,3
15,1,2
15,3,3
15,4,3
15,5,1
15,6,3
15,14,1
15,15,2
15,16,1
16,0,3
16,1,6
16,2,3
16,3,4
16,4,3
16,5,4
16,6,3
16,8,2
16,10,5
16,14,3
16,15,1
